"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","Q_RecaptchaScore","Q1.2","Q1.3_First Click","Q1.3_Last Click","Q1.3_Page Submit","Q1.3_Click Count","Q1.4_Browser","Q1.4_Version","Q1.4_Operating System","Q1.4_Resolution","Q2.2","Q2.2_3_TEXT","Q162","Q161_1","Q161_2","Q161_3","Q161_4","Q161_5","Q161_6","Q161_7","Q161_9","Q161_8","Q161_0","Q161_0_TEXT","Q153","Q144","Q144_0_TEXT","Q3.1","Q3.2_1","Q3.2_2","Q3.2_3","Q3.2_4","Q3.2_5","Q3.3","Q2.9_1","Q2.9_2","Q2.9_3","Q2.9_4","Q2.9_5","Q2.9_6","Q2.9_7","Q2.9_8","Q2.9_9","Q2.9_9_TEXT","Q3.4_1","Q3.4_2","Q3.4_3","Q3.4_4","Q3.4_5","Q3.4_6","Q3.4_7","Q171","Q3.7_9","Q3.7_1","Q3.7_2","Q3.7_3","Q3.7_4","Q3.7_5","Q3.7_6","Q3.7_7","Q3.7_8","Q3.7_0","Q3.7_0_TEXT","Q3.6_1","Q3.6_2","Q3.6_3","Q3.6_4","Q3.6_5","Q3.6_6","Q3.6_7","Q4.2","Q157_6","Q157_1","Q157_3","Q157_2","Q157_100","Q157_0","Q157_0_TEXT","Q160_6","Q160_1","Q160_3","Q160_101","Q160_2","Q160_100","Q160_0","Q160_0_TEXT","Q4.7","Q4.7_0_TEXT","Q4.6_1","Q4.6_2","Q4.6_3","Q4.6_4","Q4.6_5","Q4.6_6","Q4.6_7","Q4.6_0","Q4.6_7_TEXT","Q4.6_0_TEXT","Q175","Q4.10","Q4.3","Q4.3_0_TEXT","Q4.4","Q164","Q165","Q167_1","Q167_2","Q167_3","Q167_6","Q167_4","Q167_0","Q167_4_TEXT","Q167_0_TEXT","Q169_1","Q169_2","Q169_3","Q169_4","Q169_5","Q169_6","Q169_7","Q6.3","Q170_1","Q170_2","Q170_3","Q170_4","Q170_5","Q170_6","Q170_7","Q6.5","Q3.8","Q3.8_0_TEXT","Q159_1","Q159_2","Q159_3","Q159_4","Q159_5","Q159_8","Q159_9","Q159_6","Q159_7","Q159_10","Q2.3","Q2.4","Q8.2_1","Q8.2_2","Q8.2_3","Q8.2_4","Q8.2_5","Q8.2_6","Q8.2_7","Q8.2_8","Q8.2_9","Q5.1_1","Q5.1_2","Q5.1_3","Q5.1_4","Q5.1_5","Q5.1_6","Q5.1_7","Q10.1_1","Q10.1_2","Q10.1_3","Q10.1_4","Q10.1_5","Q11.2","Q11.3","Q11.3_0_TEXT","Q11.4_1","Q11.4_2","Q11.4_3","Q11.4_4","Q11.4_5","Q11.4_6","Q11.4_0","Q11.4_8","Q11.4_0_TEXT","Q11.5","Q11.5_0_TEXT","Q11.7_1","Q11.7_2","Q11.7_3","Q11.7_4","Q11.7_5","Q11.7_6","Q11.7_7","Q11.7_8","Q11.7_0","Q11.7_9","Q11.7_0_TEXT","Q11.8","Q11.9","Q11.10","Q11.11","Q11.12","Q11.13","Q11.13_0_TEXT","Q12.1","rand","Q4.2 - Parent Topics","Q4.2 - Topics","Q11.13_7_TEXT - Parent Topics","Q11.13_7_TEXT - Topics"
"11",2020-11-11 04:19:36,2020-11-11 04:34:13,"IP Address",100,877,TRUE,2020-11-11 04:34:14,"R_2BtH8Z94I8ubYAw",NA,NA,NA,NA,"anonymous","EN",0.9,"I will provide my best answers.",3.128,3.128,5.393,1,"Chrome","86.0.4240.183","Macintosh","1280x800","iOS (iPhone)",NA,"Yes",NA,NA,NA,"Friends",NA,NA,NA,NA,NA,NA,NA,"1 - 9","Once in about 1 hour",NA,"Always",2,4,1,2,1,NA,"Few times a week","Never","Few times a month","Few times a week","Never","Never","Never","Few times a week","Few times a week",NA,"Never","N/A","Once a day","Few times a day","N/A","Multiple times a week","Multiple times a day",NA,NA,NA,NA,"Clear notifications",NA,NA,NA,NA,NA,NA,NA,"N/A","Rarely","Always","Rarely","Rarely","Always","Always","Amazon",NA,NA,NA,NA,NA,NA,NA,"Lock Screen",NA,NA,NA,"App Badge",NA,NA,NA,"within 30 minutes",NA,"Read the notification preview (title)","Read the notification content","Cleared it from the phone lock screen",NA,NA,NA,NA,NA,NA,NA,"Neither concerned nor unconcerned",NA,"No",NA,"NA","1-2","Seeing a notification that is ought to be private","I had given my phone to someone else when the notification arrived.",NA,NA,NA,NA,NA,NA,NA,"N/A","Neither concerned nor unconcerned","Somwhat unconcerned","Completely unconcerned","Completely unconcerned","Extremely concerned","Somwhat unconcerned","nil","N/A","Somwhat concerned","Somwhat unconcerned","Completely unconcerned","Somwhat concerned","N/A","Extremely concerned","nil","Translate",NA,"Instant messaging",NA,NA,"E-mail","Banking and payments",NA,"Dating",NA,NA,NA,"NA","When unlocked","When unlocked","When unlocked","When unlocked","When unlocked","Notification disabled","Always","N/A","Notification disabled","Always","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Agree","Strongly agree","Rather disagree","Agree","Neither disagree, neither agree","Neither disagree, neither agree","Agree",1991,"Male",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,NA,"Employed part time",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sales rep",NA,"$20,000 to $29,999","5","2","Never Married",NA,NA,615949766547,NA,NA,NA,NA
"12",2020-11-11 05:35:49,2020-11-11 05:48:07,"IP Address",100,737,TRUE,2020-11-11 05:48:07,"R_216X0Z8p469yRq0",NA,NA,NA,NA,"anonymous","EN",0.7,"I will provide my best answers.",8.948,8.948,10.24,1,"Chrome","86.0.4240.111","Windows NT 6.3","1366x768","Android",NA,"Yes",NA,"Spouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - 9","Once in about 30 minutes",NA,"Sometimes",1,3,0,1,10,NA,"Few times a day","Once a day","Few times a day","Few times a day","Few times a week","Once a day","Few times a day","Once a day","Never",NA,"Few times a day","Once a day","Multiple times a week","Multiple times a week","Once a day","Few times a day","Multiple times a day",NA,NA,NA,"Close running applications","Clear notifications",NA,"Enable app locks",NA,NA,NA,NA,NA,"Always","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Always","AMAZON",NA,NA,"Floating notification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"within 5 minutes",NA,NA,"Read the notification content",NA,"Cleared it from the notification center/ drawer",NA,NA,NA,NA,NA,NA,"Extremely concerned",NA,"No",NA,"NA","3-5","SOMEONE USE MY PHONE THAT TIME RECIEVE MY PERSONAL NOTIFICATION","I had given my phone to someone else when the notification arrived.",NA,NA,NA,NA,NA,NA,NA,"Somwhat concerned","Extremely concerned","Neither concerned nor unconcerned","Somwhat concerned","Extremely concerned","Somwhat concerned","Neither concerned nor unconcerned",NA,"Extremely concerned","Somwhat concerned","Extremely concerned","Somwhat concerned","Extremely concerned","Neither concerned nor unconcerned","Somwhat concerned",NA,"Translate",NA,NA,"Social media",NA,"E-mail","Banking and payments",NA,NA,NA,NA,NA,"Show All","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Rather agree","Agree","Rather agree","Rather agree","Agree",1984,"Female",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENGINEER",NA,"$60,000 to $69,999","More than 10 or All my life","3","Married",NA,"NOTHING",289498028764,NA,NA,NA,NA
"13",2020-11-11 07:24:54,2020-11-11 07:31:04,"IP Address",100,370,TRUE,2020-11-11 07:31:04,"R_7UKJardbf9dzJAJ",NA,NA,NA,NA,"anonymous","EN",0.9,"I will provide my best answers.",0.95,0.95,4.134,1,"Chrome","79.0.3945.136","Android 10","412x883","Android",NA,"Yes",NA,"Spouse",NA,"Friends",NA,NA,NA,NA,NA,NA,NA,"1 - 9","Once in about 15 minutes",NA,"About half the time",0,12,0,0,6,NA,"Few times a day","Few times a month","Never","Never","Never","Few times a month","Few times a month","Never","Never",NA,"Few times a day","Less than once a week","Less than once a week","Less than once a week","Less than once a week","Less than once a week","Never",NA,NA,NA,"Close running applications","Clear notifications",NA,NA,NA,"Watch over the other person's use of the phone","Check all the applications used by the person",NA,NA,"Sometimes","Always","Always","Always","Sometimes","Always","N/A","Instagram","Lock Screen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"within 30 minutes",NA,"Read the notification preview (title)","Read the notification content","Cleared it from the phone lock screen","Cleared it from the notification center/ drawer",NA,NA,NA,NA,NA,NA,"Completely unconcerned",NA,"No",NA,"NA","1-2","It was a private message on Instagram and I did not want my partner to see it","I had given my phone to someone else when the notification arrived.",NA,NA,NA,NA,NA,NA,NA,"Extremely concerned","Extremely concerned","Completely unconcerned","Somwhat unconcerned","Somwhat concerned","Completely unconcerned","Extremely concerned",NA,"Extremely concerned","Extremely concerned","Completely unconcerned","Somwhat concerned","Extremely concerned","Completely unconcerned","Extremely concerned",NA,"Translate",NA,"Instant messaging","Social media",NA,"E-mail","Banking and payments",NA,"Dating","Apps for work",NA,NA,"Hide All","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly agree","Agree","Agree","Strongly agree","Somewhat agree","Strongly agree","Agree","Disagree","Disagree","Disagree","Disagree","Rather disagree",1993,"Male",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Business operations",NA,"$70,000 to $79,999","More than 10 or All my life","3","Never Married",NA,NA,897624001908,NA,NA,NA,NA
"14",2020-11-11 07:39:41,2020-11-11 07:48:18,"IP Address",100,517,TRUE,2020-11-11 07:48:19,"R_1n7usjrRaChA137",NA,NA,NA,NA,"anonymous","EN",0.9,"I will provide my best answers.",1.501,1.501,4.855,1,"Chrome","86.0.4240.110","Android 10","412x915","Android",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No one",NA,NA,"1 - 9","Once in about 30 minutes",NA,"About half the time",0,1,0,0,1,NA,"Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Less than once a week","Less than once a week","Never","Never","Never","Never","Never",NA,"I don't allow anyone else to use my smartphone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skype",NA,NA,"Floating notification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"within 5 minutes",NA,"Read the notification preview (title)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neither concerned nor unconcerned",NA,"No",NA,"NA","3-5","bad politics from news media.",NA,NA,"I forgot to take appropriate actions to silence the notification.",NA,NA,NA,NA,NA,"Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned",NA,"Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned",NA,"Translate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","I don't know","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither disagree, neither agree","Neither disagree, neither agree","Agree","Disagree","Neither disagree, neither agree",1978,"Male",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Some college",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sales",NA,"$30,000 to $39,999","More than 10 or All my life","4","Married",NA,NA,681572180800,NA,NA,NA,NA
"15",2020-11-11 16:01:57,2020-11-11 16:13:23,"IP Address",100,686,TRUE,2020-11-11 16:13:23,"R_2dgSO1Ya5j3R4uw",NA,NA,NA,NA,"anonymous","EN",0.1,"I will provide my best answers.",13.265,13.265,15.038,1,"Edge","84.0.522.52","Windows NT 10.0","1440x900","iOS (iPhone)",NA,"Yes",NA,"Spouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - 9","Once in about 30 minutes",NA,"Always",0,24,0,0,24,NA,"Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Less than once a week","Never","Never","Never","Never","Never","Never",NA,"I don't allow anyone else to use my smartphone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gmail",NA,NA,NA,NA,NA,NA,NA,"Lock Screen","Notification center",NA,NA,NA,NA,NA,NA,"within a minute",NA,"Read the notification preview (title)","Read the notification content","Cleared it from the phone lock screen",NA,NA,NA,NA,NA,NA,NA,"Completely unconcerned",NA,"No",NA,"NA","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somwhat concerned","Somwhat concerned","Completely unconcerned","Somwhat concerned","Somwhat concerned","Completely unconcerned","Completely unconcerned","I'm a private person, so I wouldn't want them seeing much.","Somwhat concerned","Somwhat concerned","Somwhat concerned","Somwhat concerned","Extremely concerned","Somwhat concerned","Extremely concerned",NA,"Translate",NA,NA,NA,NA,NA,"Banking and payments",NA,NA,NA,"Travel and navigation",NA,"NA","When unlocked","When unlocked","When unlocked","When unlocked","When unlocked","When unlocked","When unlocked","When unlocked","When unlocked","When unlocked","Strongly agree","Agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Disagree","Disagree","Disagree","Disagree","Disagree",1988,"Male",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager",NA,"More than $100,000","More than 10 or All my life","2","Married",NA,NA,604432863951,NA,NA,NA,NA
"16",2020-11-11 18:38:28,2020-11-11 18:49:14,"IP Address",100,646,TRUE,2020-11-11 18:49:15,"R_2dSH9Jr019ESAFQ",NA,NA,NA,NA,"anonymous","EN",0.9,"I will provide my best answers.",2.704,2.704,5.152,1,"Chrome","86.0.4240.193","Windows NT 10.0","1366x768","Android",NA,"Yes",NA,"Spouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - 9","Once in about 24 hours",NA,"Never",0,14,10,0,0,"I turn it off overnight, and not on until I pick it up to leave the house for work.  At work, and for the rest of the day I have it silent, I'll look at it when I feel the need.","Few times a day","Never","Never","Never","Never","Few times a month","Never","Never","Never","n/a","Less than once a week","Never","Never","Never","Never","Never","Never","My spouse may need it if her phone is not to hand, aside from that I would not want anyone else to use it, unless in an emergency.",NA,"Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Famisafe","Lock Screen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"within an hour",NA,"Read the notification preview (title)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat unconcerned","I really have nothing that is personal or confidential coming to me via my phone.","Yes",NA,"Somewhat unconcerned","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Completely unconcerned","Completely unconcerned","Completely unconcerned","Completely unconcerned","Completely unconcerned","Completely unconcerned","Completely unconcerned","I do not use my phone for sensitive reasons, it is just a communication device to keep me in touch with others and allow them to reach me.  Anything that is of a nature that I would not be happy others seeing I take care of at home.","Completely unconcerned","Completely unconcerned","Completely unconcerned","Completely unconcerned","Completely unconcerned","Completely unconcerned","Completely unconcerned","I have nothing to be worried about that would get delivered to my phone.","Translate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","Show All","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree","Agree","Agree","Agree","Somewhat agree","Agree","Somewhat agree","Disagree","Rather disagree","Rather disagree","Rather disagree","Rather disagree",1971,"Male",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Some college",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Student Aide",NA,"More than $100,000","More than 10 or All my life","4","Married",NA,"N/A",234846528735,NA,NA,NA,NA
"17",2020-11-12 04:19:58,2020-11-12 04:26:44,"IP Address",100,405,TRUE,2020-11-12 04:26:44,"R_3PBuOevIMZ89vLb",NA,NA,NA,NA,"anonymous","EN",0.9,"I will provide my best answers.",1.578,1.578,3.922,1,"Chrome","86.0.4240.111","Windows NT 6.3","1364x768","iOS (iPhone)",NA,"Yes","Parents",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - 9","Once in about 1 hour",NA,"About half the time",1,1,NA,NA,NA,NA,"Few times a month","Few times a month","Few times a week","Few times a month","Few times a month","Few times a week","Few times a week","Few times a month","Once a day",NA,"Once a day","Multiple times a week","Multiple times a week","Few times a week","Few times a week","Multiple times a week","Once a day",NA,NA,"Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"App Badge",NA,NA,NA,"within 5 minutes",NA,NA,"Read the notification content",NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,"No",NA,"NA","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extremely concerned","Extremely concerned","Somwhat concerned","Somwhat concerned","Somwhat concerned","Somwhat concerned","Somwhat concerned",NA,"Extremely concerned","Extremely concerned","Somwhat concerned","Somwhat concerned","Neither concerned nor unconcerned","Neither concerned nor unconcerned","Somwhat concerned",NA,"Translate",NA,NA,NA,"Calendar",NA,NA,NA,NA,NA,NA,NA,"NA","Always","Always","Always","When unlocked","When unlocked","When unlocked","When unlocked","When unlocked","Always","When unlocked","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Agree","Agree","Neither disagree, neither agree","Rather agree","Rather agree","Agree","Rather agree",1989,"Male",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Master's degree",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manager",NA,"$10,000 to $19,999","More than 10 or All my life","2","Never Married",NA,NA,416865710727,NA,NA,NA,NA
"18",2020-11-12 05:05:16,2020-11-12 05:12:17,"IP Address",100,420,TRUE,2020-11-12 05:12:17,"R_C8q0wrbDJy5fEuR",NA,NA,NA,NA,"anonymous","EN",0.9,"I will provide my best answers.",1.221,1.221,2.322,1,"Chrome","86.0.4240.193","Windows NT 10.0","1620x1080","Android",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No one",NA,NA,"1 - 9","Once in about 1 hour",NA,"Always",0,8,2,1,0,NA,"Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","Never","Never","Never","Never","Never","Never",NA,"I don't allow anyone else to use my smartphone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gmail",NA,"Notification drawer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"within an hour",NA,"Read the notification preview (title)",NA,NA,NA,"Opened the relevant app to address the notification",NA,NA,NA,NA,NA,"Somewhat unconcerned",NA,"No",NA,"NA","1-2","I had an ex get jealous because he saw a text from an unknown number. He accused me of cheating when it was not the case.","I had given my phone to someone else when the notification arrived.","I left the phone screen unlocked.",NA,NA,NA,NA,NA,NA,"Somwhat unconcerned","Somwhat unconcerned","Completely unconcerned","Somwhat unconcerned","Somwhat unconcerned","Somwhat unconcerned","Somwhat concerned",NA,"Extremely concerned","Extremely concerned","Extremely concerned","Extremely concerned","Extremely concerned","Extremely concerned","Extremely concerned",NA,"Translate",NA,NA,"Social media",NA,"E-mail","Banking and payments",NA,NA,NA,NA,NA,"Hide Sensitive","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Rather disagree","Rather disagree","Disagree","Disagree","Disagree",1992,"Female",NA,NA,"Asian",NA,NA,NA,NA,NA,NA,NA,"Some college",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loan advisor",NA,"$20,000 to $29,999","More than 10 or All my life","4","Never Married",NA,"I think there was one unanswered question on one of the pages, I meant to click to answer but accidentally clicked on continue without answering.",512226871633,NA,NA,NA,NA
"19",2020-11-12 05:39:23,2020-11-12 05:44:36,"IP Address",100,313,TRUE,2020-11-12 05:44:36,"R_3L7J1bPLD0yjrj6",NA,NA,NA,NA,"anonymous","EN",0.9,"I will provide my best answers.",1.853,1.853,4.079,1,"Chrome","86.0.4240.193","Windows NT 6.3","1366x768","Android",NA,"Yes","Parents","Spouse",NA,"Friends","Children older than 13",NA,NA,NA,NA,NA,NA,"10 - 19","Once in about 30 minutes",NA,"Always",12,10,17,23,13,"good and best answer","Once a day","Few times a day","Never","Once a day","Few times a week","Few times a day","Few times a month","Few times a month","Few times a week",NA,"Few times a day","Multiple times a week","Once a day","Multiple times a day","Few times a day","Few times a week","Multiple times a week","good",NA,NA,NA,NA,NA,NA,"Change accessibility settings","Watch over the other person's use of the phone","Check all the applications used by the person",NA,NA,NA,NA,NA,NA,NA,NA,NA,"moblie notification","Lock Screen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"within 5 minutes",NA,NA,"Read the notification content","Cleared it from the phone lock screen","Cleared it from the notification center/ drawer",NA,NA,NA,NA,NA,NA,"Extremely concerned","good and create","Yes",NA,"Extremely concerned","6-10","no","I had given my phone to someone else when the notification arrived.","I left the phone screen unlocked.",NA,NA,NA,NA,NA,NA,"Somwhat unconcerned","Neither concerned nor unconcerned","Completely unconcerned","Somwhat unconcerned","Somwhat concerned","Neither concerned nor unconcerned","Somwhat unconcerned","good","Somwhat unconcerned","Neither concerned nor unconcerned","Completely unconcerned","Somwhat unconcerned","N/A","Completely unconcerned","Neither concerned nor unconcerned","good","Translate",NA,"Instant messaging","Social media",NA,"E-mail",NA,NA,NA,NA,"Travel and navigation",NA,"Hide Sensitive","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree","Disagree","Neither agree nor disagree","Agree","Somewhat agree","Somewhat disagree","Strongly agree","Rather agree","Rather disagree","Neither disagree, neither agree","Agree","Rather agree",1985,"Male",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Master's degree",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"markting",NA,"$80,000 to $89,999","7","9","Married",NA,"good",209539726795,NA,NA,NA,NA
"20",2020-11-12 12:08:28,2020-11-12 12:18:36,"IP Address",100,607,TRUE,2020-11-12 12:18:36,"R_3fj8Fa7GkHIyvLX",NA,NA,NA,NA,"anonymous","EN",0.7,"I will provide my best answers.",2.682,2.682,13.954,1,"Chrome","86.0.4240.193","Windows NT 6.3","1920x1080","iOS (iPhone)",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - 9","Once in about 5 minutes",NA,"Sometimes",18,19,21,21,24,"Optional","Few times a week","Once a day","Once a day","Few times a week","Few times a week","Once a day","Few times a week","Once a day","Few times a week","cell phone","Multiple times a day","N/A","Multiple times a day","N/A","Multiple times a day","N/A","Multiple times a day","Optional",NA,NA,"Close running applications","Clear notifications","Enable guest mode or second space","Enable app locks","Change accessibility settings",NA,NA,NA,NA,"Sometimes","Always","N/A","Always","Sometimes","Always","N/A","facebook",NA,NA,NA,NA,NA,NA,NA,NA,"Notification center","Banner (permanently)","Banner (temporarily)","App Badge",NA,NA,NA,"within an hour",NA,"Read the notification preview (title)","Read the notification content","Cleared it from the phone lock screen","Cleared it from the notification center/ drawer","Opened the relevant app to address the notification",NA,NA,NA,NA,NA,"Extremely concerned","Optional","No",NA,"NA","6-10","Pick the right challenge. This is your chance to show you're up to the task of making good decisions in challenging situations.","I had given my phone to someone else when the notification arrived.",NA,NA,"I was screen casting / projecting the device display to others (e.g., in a presentation) when the notification popped up on screen.",NA,NA,NA,NA,"Extremely concerned","Somwhat concerned","Extremely concerned","Somwhat concerned","Extremely concerned","Somwhat concerned","Extremely concerned","Optional","Extremely concerned","Somwhat concerned","Extremely concerned","Somwhat concerned","Extremely concerned","Somwhat concerned","Extremely concerned","Optional","Translate",NA,NA,"Social media","Calendar","E-mail","Banking and payments",NA,NA,NA,NA,NA,"NA","Always","Notification disabled","I don't know","Notification disabled","I don't know","Notification disabled","I don't know","Notification disabled","I don't know","Notification disabled","Agree","Strongly agree","Agree","Strongly agree","Somewhat agree","Strongly agree","Agree","Rather agree","Agree","Rather agree","Agree","Rather agree",1991,"Male",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Master's degree",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manager",NA,"$70,000 to $79,999","8","8","Married",NA,"no",767041721148,NA,NA,NA,NA
